Product_ID,Product_Name,Sub_Category,Brand,Supplier_ID,Supplier_Name,Lead_Time_Days,Quantity_in_Stock,Reorder_Level,Reorder_Quantity,Unit_Cost,Unit_Price,Discount_Available,Discount_Percentage,GST_Percentage,Final_Price,Manufacture_Date,Expiry_Date,Days_to_Expiry,Is_Expired,Units_Sold_Last_Month,Units_Returned,Last_Sold_Date,Shelf_Life_Days,Age_of_Stock_Days,Profit_Per_Unit,Total_Value_in_Stock,Expiry_Risk_Level,Stock_Turnover_Ratio,Revenue_Last_Month,Stock_Age_Category,Profit_Margin,Needs_Discount,Reorder_Required,Expiry_Risk_Encoded,Stock_Age_Encoded,Cat_Body Care,Cat_Fragrance,Cat_Haircare,Cat_Makeup,Cat_Skincare,Status_In Stock,Status_Low Stock,Status_Out of Stock,Unit_Cost_Scaled,Unit_Price_Scaled,Quantity_in_Stock_Scaled,Days_to_Expiry_Scaled,Units_Sold_Last_Month_Scaled,Age_of_Stock_Days_Scaled,Profit_Margin_Scaled,Stock_Turnover_Ratio_Scaled
PRD3021,Lakme Hand Cream,Hand Cream,Lakme,SUP6687,Global Cosmetics Supply,14.0,401.0,91,116,249.81,364.01,False,0.0,12,407.69,2025-02-17,2027-02-17,488.0,False,56.0,8,2025-09-17,730,242.0,114.2,145968.01,Safe,0.13930348258706468,20384.559999999998,Old,31.372764484492183,False,False,2,2,True,False,False,False,False,True,False,False,-1.3727462120933787,-1.3712415867276637,1.088779474596695,-0.3598923533964915,0.21027014245506406,0.21644946511100469,-0.5599635652089124,-0.17653198776530374
PRD3022,Olay Body Oil,Body Oil,Olay,SUP3952,Premium Beauty Distributors,5.0,462.0,73,100,215.49,538.05,False,0.0,12,602.62,2025-03-18,2027-03-18,517.0,False,43.0,5,2025-08-13,730,213.0,322.56,248579.1,Safe,0.09287257019438445,23136.149999999998,Old,59.94981879007527,False,False,2,2,True,False,False,False,False,True,False,False,-1.4341114206886756,-1.2192387603646664,1.513881884542876,-0.27473510164756954,-0.2405455876945852,0.04346771330709373,0.636948970660857,-0.1914392920112439
PRD3023,Olay Body Wash,Body Wash,Olay,SUP3172,Cosmetic Wholesale Co,10.0,329.0,100,114,150.49,254.2,True,6.51,28,304.19,2025-03-27,2027-03-27,526.0,False,60.0,4,2025-10-14,730,204.0,103.71,83631.8,Safe,0.18181818181818182,15252.0,Old,40.79858379228953,False,False,2,2,True,False,False,False,False,True,False,False,-1.550333406664617,-1.4671473001436643,0.5870192530208747,-0.24830698903583515,0.3489826748088023,-0.010216278632051042,-0.16517545410042014,-0.1628820394075623
PRD3024,Garnier Hand Cream,Hand Cream,Garnier,SUP2744,Cosmetic Wholesale Co,10.0,397.0,85,166,1108.71,2682.99,True,13.32,18,2744.23,2025-01-02,2027-01-02,442.0,False,19.0,1,2025-09-02,730,288.0,1574.28,1065147.03,Safe,0.04773869346733668,50976.81,Old,58.676327530106335,False,False,2,2,True,False,False,False,False,True,False,False,0.16299323028717613,0.6541061165547063,1.0609039067313717,-0.4949693734120229,-1.0728207818170146,0.49083431279996687,0.5836104551834373,-0.20593016452476634
PRD3025,Faces Canada Eye Cream,Eye Cream,Faces Canada,SUP9413,India Beauty Hub,8.0,23.0,79,100,236.52,351.74,True,34.11,18,273.48,2025-07-23,2026-07-23,279.0,False,62.0,4,2025-07-22,365,86.0,115.22,8090.02,Safe,2.5833333333333335,21807.88,Medium,32.75715016773753,False,True,2,0,False,False,False,False,True,False,True,False,-1.3965091381490748,-1.3819579431944182,-1.5454616886763617,-0.9736118573801016,0.4183389409856714,-0.7140730618341714,-0.501980381881607,0.6081585275341134
PRD3026,Neutrogena Body Scrub,Body Scrub,Neutrogena,SUP6601,Metro Beauty Supplies,6.0,322.0,66,221,1796.23,3923.41,False,0.0,12,4394.22,2025-07-21,2026-07-21,277.0,False,25.0,6,2025-08-20,365,88.0,2127.18,1263338.02,Safe,0.07739938080495357,98085.25,Medium,54.21763211084235,False,False,2,0,True,False,False,False,False,True,False,False,1.3922999964130103,1.7374625051848445,0.5382370092565588,-0.9794847712938203,-0.8647519832864073,-0.7021432858476948,0.3968638302907676,-0.19640717935174043
PRD3027,Loreal Body Oil,Body Oil,Loreal,SUP1095,Cosmetic Wholesale Co,10.0,24.0,36,147,620.47,939.34,True,38.88,18,677.47,2025-09-01,2027-09-01,684.0,False,51.0,6,2025-09-07,730,46.0,318.87,22544.16,Safe,2.04,47906.340000000004,Medium,33.946174973917856,False,True,2,0,True,False,False,False,False,False,True,False,-0.7099948071419565,-0.8687606278019955,-1.5384927967100308,0.2156532101479466,0.03687947701289127,-0.9526685815637037,-0.45217963332442224,0.4337136396443437
PRD3028,Plum Conditioner,Conditioner,Plum,SUP8240,Cosmetic Wholesale Co,10.0,385.0,21,257,1865.74,3720.46,True,19.76,18,3522.65,2024-08-04,2027-08-04,656.0,False,80.0,4,2025-09-30,1095,439.0,1854.72,1432377.1,Safe,0.20725388601036268,297636.8,Old,49.851900033866784,False,False,2,2,False,False,True,False,False,True,False,False,1.5165860001851283,1.5602103010342452,0.9772772031354016,0.13343241535588402,1.0425453365774935,1.3915323997789515,0.21401085337775036,-0.1547155451139384
PRD3029,Lakme Hair Serum,Hair Serum,Lakme,SUP6432,Beauty Supplies India,7.0,95.0,25,179,1191.53,2732.97,False,0.0,28,3498.2,2025-07-07,2026-07-07,263.0,False,90.0,5,2025-10-05,365,166.0,1541.44,259632.15,Safe,0.9375,245967.3,Old,56.40164363311708,False,False,2,2,False,False,True,False,False,True,False,False,0.3110779207260601,0.6977575832383572,-1.0437014671005413,-1.0205951686898516,1.3893266674618392,-0.23688202237510675,0.4883382958372019,0.07974034719316998
PRD3030,Olay Hair Gel,Hair Gel,Olay,SUP6038,Cosmetic Wholesale Co,10.0,137.0,87,239,1111.57,2683.85,False,0.0,18,3166.94,2024-12-15,2026-12-15,424.0,False,92.0,6,2025-09-01,730,306.0,1572.28,367687.45,Safe,0.6666666666666666,246914.19999999998,Old,58.583005756655545,False,False,2,2,False,False,True,False,False,True,False,False,0.16810699767011736,0.6548572222239329,-0.7510080045146462,-0.5478255986354917,1.4586829336387082,0.5982022966782564,0.5797017947834385,-0.007214543242681456
PRD3031,Olay Hair Spray,Hair Spray,Olay,SUP8431,Premium Beauty Distributors,5.0,133.0,94,280,1376.83,3229.19,True,38.22,18,2354.09,2025-09-13,2028-09-12,1061.0,False,93.0,8,2025-09-13,1095,34.0,1852.36,429482.27,Safe,0.6940298507462687,300314.67,Medium,57.36299195773553,False,False,2,0,False,False,True,False,False,True,False,False,0.6423999822851667,1.1311455543820403,-0.7788835723799695,1.3226974828839322,1.4933610667271429,-1.0242472374825635,0.5286031128043034,0.0015707958599074502
PRD3032,Neutrogena Hair Mask,Hair Mask,Neutrogena,SUP6817,India Beauty Hub,8.0,402.0,70,299,1257.59,2950.88,False,0.0,18,3482.04,2025-07-25,2026-07-25,281.0,False,10.0,4,2025-09-24,365,84.0,1693.29,1186253.76,Safe,0.02481389578163772,29508.800000000003,Medium,57.38254351244375,False,False,2,0,False,False,True,False,False,True,False,False,0.42919521908868596,0.8880755325187573,1.0957483665630259,-0.9677389434663828,-1.3849239796129258,-0.726002837820648,0.529422004096449,-0.21329049660239346
PRD3033,Faces Canada Cologne,Cologne,Faces Canada,SUP7497,Premium Beauty Distributors,5.0,59.0,36,154,1480.05,2548.52,False,0.0,18,3007.25,2023-09-21,2028-09-19,1068.0,False,81.0,2,2025-09-04,1825,757.0,1068.47,150362.68,Safe,1.35,206430.12,Old,41.925117322995305,False,False,2,2,False,True,False,False,False,True,False,False,0.8269604960149617,0.536662884762979,-1.2945815778884515,1.3432526815819479,1.077223469665928,3.2883667816287336,-0.11799207086711226,0.21217933416469759
PRD3034,Olay Body Lotion,Body Lotion,Olay,SUP4503,Elite Cosmetics Distributor,12.0,130.0,71,243,820.52,1116.76,False,0.0,18,1317.78,2025-07-01,2027-07-01,622.0,False,72.0,1,2025-08-01,730,108.0,296.24,145178.8,Safe,0.549618320610687,80406.72,Old,26.52673806368423,False,False,2,2,True,False,False,False,False,True,False,False,-0.3522992949190785,-0.713805781483201,-0.7997902482789621,0.03359287882266516,0.7651202718700171,-0.5828455259829286,-0.762933042405446,-0.044794578099279586
PRD3035,Plum Deodorant,Deodorant,Plum,SUP5970,India Beauty Hub,8.0,272.0,61,186,71.26,95.79,True,17.1,28,101.64,2025-07-21,2028-07-20,1007.0,False,33.0,6,2025-09-29,1095,88.0,24.53,26054.88,Safe,0.12087912087912088,3161.07,Medium,25.60810105438981,False,False,2,0,False,True,False,False,False,True,False,False,-1.6919990674165222,-1.605499217657813,0.18979241094001695,1.1641288072135256,-0.5873269185789308,-0.7021432858476948,-0.8014089518039733,-0.18244739091729667
PRD3036,Sugar Body Lotion,Body Lotion,Sugar,SUP5409,Premium Beauty Distributors,5.0,446.0,66,204,1743.57,4330.39,True,29.83,18,3585.59,2024-12-18,2026-12-18,427.0,False,77.0,7,2025-09-03,730,303.0,2586.82,1931353.94,Safe,0.17225950782997762,333440.03,Old,59.73642096901204,False,False,2,2,True,False,False,False,False,True,False,False,1.2981423074669627,2.0929101624660027,1.4023796130815827,-0.5390162277649135,0.9385109373121898,0.5803076326985415,0.6280110820868071,-0.1659509875282626
PRD3037,Biotique Body Oil,Body Oil,Biotique,SUP2640,Premium Beauty Distributors,5.0,104.0,30,132,1945.21,4768.82,True,6.96,28,5679.24,2025-01-24,2027-01-24,464.0,False,79.0,3,2025-10-13,730,266.0,2823.61,495957.28,Safe,0.7523809523809524,376736.77999999997,Old,59.209825491421356,False,False,2,2,True,False,False,False,False,True,False,False,1.658680788269868,2.4758255793950354,-0.9809814394035639,-0.4303673203611166,1.007867203489059,0.35960677694872406,0.6059553193856991,0.020305246257895707
PRD3038,WOW Deodorant,Deodorant,WOW,SUP3603,India Beauty Hub,8.0,282.0,41,196,1429.61,2627.68,True,28.93,12,2091.59,2025-10-10,2028-10-09,1088.0,False,76.0,10,2025-08-16,1095,7.0,1198.07,741005.76,Safe,0.26855123674911663,199703.68,New,45.594212385069724,False,False,2,1,False,True,False,False,False,True,False,False,0.7367722348976311,0.6057995414792215,0.25948133060332534,1.4019818207191355,0.9038328042237552,-1.1852992132999978,0.03568317599822892,-0.13503515957241358
PRD3039,Loreal Serum,Serum,Loreal,SUP4633,Premium Beauty Distributors,5.0,129.0,45,210,1471.28,2599.17,True,21.28,18,2414.36,2025-06-18,2026-06-18,244.0,False,81.0,5,2025-08-22,365,166.0,1127.89,335292.93,Safe,0.6230769230769231,210532.77000000002,Old,43.39423739116718,False,False,2,2,False,False,False,False,True,True,False,False,0.8112794680609771,0.5808995151656785,-0.8067591402452928,-1.0763878508701799,1.077223469665928,-0.23688202237510675,-0.056459898674360104,-0.021209649869043327
PRD3040,Garnier Hair Oil,Hair Oil,Garnier,SUP3666,Cosmetic Wholesale Co,10.0,51.0,70,288,1487.63,3551.79,False,0.0,18,4191.11,2025-05-08,2027-05-08,568.0,False,0.0,0,2025-08-28,730,162.0,2064.16,181141.29,Safe,0.0,0.0,Old,58.116048527643805,False,True,2,2,False,False,True,False,False,False,True,False,0.8405137676103103,1.4128975182104875,-1.3503327136190981,-0.12497579684774127,-1.7317053104972713,-0.26074157434806,0.5601439021069365,-0.22125735046939266
PRD3041,Faces Canada Body Wash,Body Wash,Faces Canada,SUP9717,Metro Beauty Supplies,6.0,324.0,91,287,1436.59,2568.01,False,0.0,28,3287.05,2024-12-25,2026-12-25,434.0,False,67.0,0,2025-10-04,730,296.0,1131.42,832035.24,Safe,0.20615384615384616,172056.67,Old,44.0582396485995,False,False,2,2,True,False,False,False,False,True,False,False,0.7492526881608937,0.5536850353364957,0.5521747931892205,-0.518461029066898,0.5917296064278442,0.5385534167458733,-0.028649032751370193,-0.1550687285423635
PRD3042,Colorbar Toner,Toner,Colorbar,SUP2566,Elite Cosmetics Distributor,12.0,221.0,49,267,918.08,1700.84,True,22.38,18,1557.83,2024-10-21,2026-10-21,369.0,False,17.0,0,2025-10-11,730,361.0,782.76,375885.64,Safe,0.07657657657657657,28914.28,Old,46.02196561698925,False,False,2,2,False,False,False,False,True,True,False,False,-0.1778590341219578,-0.20368275906249592,-0.1656210793428558,-0.7093307312627575,-1.1421770479938838,0.9262711363063634,0.05359906054211845,-0.19667135234200014
PRD3043,Lakme Perfume,Perfume,Lakme,SUP9320,Premium Beauty Distributors,5.0,189.0,94,125,1011.69,4185.81,True,30.94,18,3411.05,2025-04-26,2030-04-25,1651.0,False,37.0,8,2025-08-20,1825,174.0,2306.03,791118.09,Safe,0.19473684210526315,154874.97,Old,75.83048442236986,False,False,2,2,False,True,False,False,False,True,False,False,-0.01048149401106742,1.9666370721674382,-0.3886256222654426,3.0552070874309654,-0.44861438622519256,-0.1891629184292003,1.3020898760177846,-0.15873431993737966
PRD3044,WOW Face Mask,Face Mask,WOW,SUP3631,Global Cosmetics Supply,14.0,68.0,95,129,1873.28,2883.79,True,27.0,18,2484.1,2025-05-29,2026-05-29,224.0,False,67.0,4,2025-07-22,365,141.0,1010.51,196097.72,Safe,0.9710144927536232,193213.93,Old,35.04103974283842,False,True,2,2,False,False,False,False,True,False,True,False,1.5300677505583375,0.8294805565322396,-1.231861550191474,-1.1351169900073674,0.5917296064278442,-0.38600422220606445,-0.40632265475028134,0.09050065136081714
PRD3045,Faces Canada Body Wash,Body Wash,Faces Canada,SUP5947,India Beauty Hub,8.0,70.0,79,197,1006.15,2324.29,False,0.0,12,2603.2,2025-03-10,2027-03-10,509.0,False,43.0,3,2025-08-21,730,221.0,1318.14,162700.3,Safe,0.6056338028169014,99944.47,Old,56.71151190255949,False,True,2,2,True,False,False,False,False,False,True,False,-0.020387183277324715,0.3408251821924497,-1.2179237662588123,-0.2982267573024446,-0.2405455876945852,0.0911868172530002,0.5013167229416158,-0.02681001150991558
PRD3046,Plum Body Spray,Body Spray,Plum,SUP7087,Elite Cosmetics Distributor,12.0,449.0,37,179,1011.69,356.25,False,0.0,28,456.0,2024-05-30,2027-05-30,590.0,False,38.0,7,2025-08-07,1095,505.0,168.06,159956.25,Safe,0.08444444444444445,13537.5,Old,-183.98315789473685,False,False,2,2,False,True,False,False,False,True,False,False,-0.01048149401106742,-1.378019005324405,1.4232862889805753,-0.06037374379683494,-0.413936253136758,1.78521500733268,-9.57986465134491,-0.19414526155400924
PRD3047,Plum Toner,Toner,Plum,SUP2107,Metro Beauty Supplies,6.0,138.0,29,113,215.43,471.76,True,33.23,28,403.19,2025-02-27,2027-02-27,498.0,False,39.0,7,2025-09-13,730,232.0,256.33,65102.88,Safe,0.2805755395683453,18398.64,Old,54.33483127013735,False,False,2,2,False,False,False,False,True,True,False,False,-1.434218702521884,-1.277135033403066,-0.7440391125483153,-0.3305277838278977,-0.37925812004832343,0.15680058517862158,0.40177256376110904,-0.13117458627685594
PRD3048,WOW Hair Gel,Hair Gel,WOW,SUP3524,India Beauty Hub,8.0,134.0,81,291,67.06,165.11,False,0.0,12,184.92,2024-12-22,2026-12-22,431.0,False,23.0,7,2025-08-11,730,299.0,98.05,22124.74,Safe,0.17037037037037037,3797.53,Old,59.384652655805226,False,False,2,2,False,False,True,False,False,True,False,False,-1.6995087957411215,-1.5449566072034175,-0.7719146804136386,-0.527270399937476,-0.9341082494632764,0.5564480807255883,0.6132777264618104,-0.1665575219558998
PRD3049,Faces Canada Hair Gel,Hair Gel,Faces Canada,SUP5787,Metro Beauty Supplies,6.0,204.0,71,211,1232.78,1797.29,True,21.93,28,1796.02,2025-07-20,2027-07-20,641.0,False,73.0,7,2025-09-27,730,89.0,564.51,366647.16,Safe,0.35609756097560974,131202.16999999998,Medium,31.408954592747975,False,False,2,0,False,False,True,False,False,True,False,False,0.38483418105694595,-0.11944538488006022,-0.28409224277048006,0.08938556100299334,0.7997984049584516,-0.6961783978544565,-0.5584477898675269,-0.10692716807268594
PRD3050,Olay Hair Oil,Hair Oil,Olay,SUP8200,India Beauty Hub,8.0,484.0,66,111,1120.43,2222.36,True,29.09,28,2017.12,2025-05-06,2027-05-06,566.0,False,49.0,9,2025-08-13,730,164.0,1101.93,1075622.24,Safe,0.10103092783505155,108895.64,Old,49.58377580590003,False,False,2,2,False,False,True,False,False,True,False,False,0.18394894837391515,0.2518016928154082,1.6671975078021546,-0.13084871076146,-0.03247678916397785,-0.24881179836158338,0.20278082084213278,-0.1888199353535921
PRD3051,Mamaearth Shampoo,Shampoo,Mamaearth,SUP5805,Metro Beauty Supplies,6.0,413.0,78,253,157.7,259.2,False,0.0,12,290.3,2024-10-28,2027-10-28,741.0,False,30.0,7,2025-07-27,1095,166.0,101.5,107049.6,Safe,0.07246376811594203,7776.0,Old,39.15895061728395,False,False,2,2,False,False,True,False,False,True,False,False,-1.5374417063740549,-1.4627804067179289,1.1724061781926651,0.3830312566889312,-0.6913613178442345,-0.23688202237510675,-0.23384934471232677,-0.19799182794475015
PRD3052,WOW Body Spray,Primer,Biotique,SUP7901,Beauty Supplies India,7.0,326.0,81,287,1594.92,2339.28,False,0.0,18,2760.35,2025-05-10,2027-05-10,570.0,False,80.0,5,2025-09-21,730,160.0,744.36,762605.28,Safe,0.24464831804281345,187142.40000000002,Old,31.820047194008417,False,False,2,2,False,False,False,True,False,True,False,False,1.0323515656927524,0.3539171286828046,0.5661125771218822,-0.1191028829340225,1.0425453365774935,-0.2726713503345366,-0.5412297140438124,-0.14270953130362707
PRD3053,Olay Mascara,Mascara,Olay,SUP9108,Cosmetic Wholesale Co,10.0,73.0,48,178,555.14,900.16,False,0.0,12,1008.18,2025-08-12,2026-02-08,114.0,False,27.0,8,2025-08-10,180,66.0,345.02,65711.68,Moderate,0.36486486486486486,24304.32,Medium,38.328741557056524,False,False,1,0,False,False,False,True,False,True,False,False,-0.826806843200545,-0.9029796046860579,-1.1970170903598198,-1.458127255261899,-0.7953957171095382,-0.8333708216989376,-0.26862156514320334,-0.1041123005682872
PRD3054,Faces Canada Hair Serum,Hair Serum,Faces Canada,SUP7474,Elite Cosmetics Distributor,12.0,61.0,97,249,1155.79,1614.98,True,31.81,18,1299.48,2025-08-28,2026-08-28,315.0,False,18.0,1,2025-09-16,365,50.0,459.19,98513.78,Safe,0.2903225806451613,29069.64,Medium,28.433169451014876,False,True,2,0,False,False,True,False,False,False,True,False,0.24717370874482708,-0.2786710529692239,-1.2806437939557898,-0.8678994069331639,-1.1074989149054493,-0.9288090295907505,-0.6830846576884164,-0.12804516022550227
PRD3055,Biotique Toner,Toner,Biotique,SUP9067,India Beauty Hub,8.0,410.0,53,297,545.79,1304.6,False,0.0,28,1669.89,2024-11-02,2026-11-02,381.0,False,57.0,3,2025-10-12,730,349.0,758.81,534886.0,Safe,0.1386861313868613,74362.2,Old,58.16418825693699,False,False,2,2,False,False,False,False,True,True,False,False,-0.8435249288755459,-0.549750329265174,1.1514995022936725,-0.674093247780445,0.24494827554349863,0.8546924803875037,0.5621601716933065,-0.17673019714120822
PRD3056,Mamaearth Eye Cream,Eye Cream,Mamaearth,SUP5039,Beauty Supplies India,7.0,1.0,78,224,524.17,954.86,False,0.0,18,1126.73,2025-07-16,2026-07-16,272.0,False,64.0,5,2025-08-03,365,93.0,430.69,954.86,Safe,32.0,61111.04,Old,45.105041576775655,False,True,2,2,False,False,False,False,True,False,True,False,-0.8821821494416975,-0.8552057906085129,-1.6987773119356402,-0.9941670560781172,0.48769520716254056,-0.6723188458815033,0.015194896612682461,10.052797396412746
PRD3057,Olay Moisturizer,Moisturizer,Olay,SUP5768,India Beauty Hub,8.0,400.0,27,183,901.8,1963.84,False,0.0,18,2317.33,2025-08-25,2027-08-25,677.0,False,78.0,2,2025-08-18,730,53.0,1062.04,785536.0,Safe,0.19451371571072318,153179.52,Medium,54.07976209874532,False,False,2,0,False,False,False,False,True,True,False,False,-0.20696817153254757,0.026015835131185522,1.0818105826303641,0.19509801144993094,0.9731890704006244,-0.9109143656110356,0.3910893251918563,-0.1588059578371602
PRD3058,Garnier Primer,Primer,Garnier,SUP2897,Global Cosmetics Supply,14.0,445.0,77,283,528.62,1304.75,True,6.9,18,1433.37,2024-10-28,2026-10-28,376.0,False,2.0,0,2025-10-02,730,354.0,776.13,580613.75,Safe,0.004484304932735426,2609.5,Old,59.484958804368645,False,False,2,2,False,False,False,True,False,True,False,False,-0.8742254134787291,-0.5496193224624019,1.395410721115252,-0.6887755325647419,-1.662349044320402,0.8845169203536952,0.6174789182766336,-0.21981760064499772
PRD3059,Plum Foot Cream,Foot Cream,Plum,SUP9043,Beauty Supplies India,7.0,485.0,35,279,827.2,1698.62,True,13.23,12,1650.76,2025-05-24,2027-05-24,584.0,False,96.0,9,2025-09-29,730,146.0,871.42,823830.7,Safe,0.19753086419753085,163067.52,Old,51.301644864654826,False,False,2,2,True,False,False,False,False,True,False,False,-0.3403552508218586,-0.20562165974352245,1.6741663997684855,-0.07799248553799121,1.5973954659924465,-0.3561797822398729,0.2747315190988354,-0.157837259439256
PRD3060,Lakme Eyeliner,Eyeliner,Lakme,SUP4765,Elite Cosmetics Distributor,12.0,260.0,21,148,1515.43,2460.1,True,33.94,12,1820.16,2025-06-27,2026-06-27,253.0,False,94.0,3,2025-10-03,365,112.0,944.67,639626.0,Safe,0.36015325670498083,231249.4,Old,38.39965855046542,False,False,2,2,False,False,False,True,False,True,False,False,0.8902210169969436,0.45943874142227425,0.10616570734404689,-1.0499597382584454,1.5280391998155773,-0.5589859740099754,-0.26565129964593986,-0.10562502932392798
PRD3061,Colorbar Hair Mask,Hair Mask,Colorbar,SUP8577,India Beauty Hub,8.0,116.0,37,277,395.96,791.91,False,0.0,28,1013.64,2025-10-08,2026-10-08,356.0,False,79.0,9,2025-09-28,365,9.0,395.95,91861.56,Safe,0.6752136752136753,62560.89,New,49.9993686151204,False,False,2,1,False,False,True,False,False,True,False,False,-1.111425546702858,-0.997522847353229,-0.8973547358075937,-0.7475046717019295,1.007867203489059,-1.173369437313521,0.2201873819892001,-0.004470404688492825
PRD3062,Sugar Deodorant,Deodorant,Sugar,SUP4646,Beauty Supplies India,7.0,277.0,28,199,1178.66,2824.04,False,0.0,28,3614.77,2024-09-10,2027-09-10,693.0,False,61.0,0,2025-08-18,1095,402.0,1645.38,782259.08,Safe,0.21942446043165467,172266.44,Old,58.263339046189145,False,False,2,2,False,True,False,False,False,True,False,False,0.28806596750282387,0.7772961800947018,0.22463687077167113,0.242081322759681,0.3836608078972369,1.170831544029134,0.5663129727947868,-0.150808009241896
PRD3063,Faces Canada Primer,Primer,Faces Canada,SUP6290,Cosmetic Wholesale Co,10.0,171.0,78,158,78.73,112.03,True,23.39,12,96.13,2025-04-28,2027-04-28,558.0,False,64.0,4,2025-09-24,730,172.0,33.3,19157.13,Safe,0.37209302325581395,7169.92,Old,29.724181022940282,False,False,2,2,False,False,False,True,False,True,False,False,-1.6786424791820562,-1.5913155478110244,-0.5140656776593977,-0.15434036641633503,0.48769520716254056,-0.2010926944156769,-0.6290123268642922,-0.10179159759867012
PRD3064,Maybelline Eyeliner,Eyeliner,Maybelline,SUP2975,Elite Cosmetics Distributor,12.0,358.0,54,156,610.01,1326.09,False,0.0,12,1485.22,2025-06-01,2026-06-01,227.0,False,20.0,6,2025-08-18,365,138.0,716.08,474740.22,Safe,0.055710306406685235,26521.8,Old,53.99935147689825,False,False,2,2,False,False,False,True,False,True,False,False,-0.7286976067313158,-0.5309814213213633,0.789117120044469,-1.1263076191367891,-1.03814264872858,-0.4038988861857794,0.38772143148676436,-0.20337076490727193
PRD3065,Sugar Hair Spray,Hair Spray,Sugar,SUP5692,Global Cosmetics Supply,14.0,459.0,27,257,792.92,1542.93,False,0.0,28,1974.95,2024-04-19,2027-04-19,549.0,False,50.0,10,2025-08-01,1095,546.0,750.01,708204.87,Safe,0.10869565217391304,77146.5,Old,48.60946381235701,False,False,2,2,False,False,True,False,False,True,False,False,-0.40164893819501674,-0.3415979872340708,1.4929752086438837,-0.18076847902806945,0.002201343924456712,2.0297754150554503,0.16197303756084225,-0.18635906668242885
PRD3066,Sugar Body Lotion,Body Lotion,Sugar,SUP2054,India Beauty Hub,8.0,43.0,21,105,112.32,260.53,False,0.0,28,333.48,2025-06-18,2027-06-18,609.0,False,14.0,8,2025-09-26,730,121.0,148.21,11202.79,Safe,0.3181818181818182,3647.4199999999996,Old,56.88788239358231,False,False,2,2,True,False,False,False,False,True,False,False,-1.6185825328907968,-1.4616188130666834,-1.406083849349745,-0.004581061616506757,-1.2462114472591874,-0.5053019820708307,0.508703770235062,-0.11910055611118958
PRD3067,Himalaya Mascara,Mascara,Himalaya,SUP5230,Elite Cosmetics Distributor,12.0,332.0,57,194,566.93,1208.86,False,0.0,18,1426.45,2025-08-17,2026-02-13,119.0,False,20.0,7,2025-08-11,180,61.0,641.93,401341.52,Moderate,0.06006006006006006,24177.199999999997,Medium,53.10209618979865,False,False,1,0,False,False,False,True,False,True,False,False,-0.8057259629750628,-0.6333676045811552,0.6079259289198672,-1.443444970477602,-1.03814264872858,-0.8631952616651292,0.35014106755138413,-0.20197421468320245
PRD3068,Loreal Body Spray,Body Spray,Loreal,SUP1094,Elite Cosmetics Distributor,12.0,348.0,68,130,476.46,864.72,True,11.69,18,901.09,2025-07-22,2028-07-21,1008.0,False,71.0,2,2025-09-06,1095,87.0,388.26,300922.56,Safe,0.2034383954154728,61395.12,Medium,44.90008326394672,False,False,2,0,False,True,False,False,False,True,False,False,-0.9674890871480383,-0.9339321452876704,0.7194282003811606,1.1670652641703851,0.7304421387815825,-0.7081081738409332,0.0066104858006925315,-0.1559405625907544
PRD3069,Sugar Moisturizer,Moisturizer,Sugar,SUP4559,Global Cosmetics Supply,14.0,161.0,91,128,762.41,1428.69,True,11.05,18,1499.57,2025-07-22,2027-07-22,643.0,False,21.0,5,2025-10-03,730,87.0,666.28,230019.09,Safe,0.12962962962962962,30002.49,Medium,46.635729234473544,False,False,2,0,False,False,False,False,True,True,False,False,-0.4562017503815701,-0.441372768225273,-0.5837545973227061,0.0952584749167121,-1.0034645156401456,-0.7081081738409332,0.07930574675169774,-0.17963791573086546
PRD3070,Garnier Moisturizer,Moisturizer,Garnier,SUP3173,Metro Beauty Supplies,6.0,29.0,25,167,528.86,717.07,True,23.93,28,698.21,2024-11-19,2026-11-19,398.0,False,15.0,2,2025-09-09,730,332.0,188.21,20795.03,Safe,0.5,10756.050000000001,Old,26.24708884767178,False,False,2,2,False,False,False,False,True,True,False,False,-0.8737962861458948,-1.0628865081496366,-1.5036483368783766,-0.6241734795138355,-1.211533314170753,0.7532893845024524,-0.7746457839886841,-0.06072524504935925
PRD3071,Maybelline Body Spray,Body Spray,Maybelline,SUP8976,Cosmetic Wholesale Co,10.0,212.0,88,166,1084.37,1804.05,True,29.95,28,1617.58,2024-09-23,2027-09-23,706.0,False,63.0,9,2025-07-30,1095,389.0,719.68,382458.6,Safe,0.29577464788732394,113655.15,Old,39.89246417782213,False,False,2,2,False,True,False,False,False,True,False,False,0.11947256661556951,-0.11354134496846599,-0.22834110703983335,0.2802552631988529,0.453017074074106,1.093288000117036,-0.20312708879153057,-0.12629469655895037
PRD3072,Lakme Body Scrub,Body Scrub,Lakme,SUP7605,Premium Beauty Distributors,5.0,276.0,57,292,1382.62,2849.01,True,29.29,12,2256.28,2025-09-22,2026-09-22,340.0,False,6.0,6,2025-08-18,365,25.0,1466.39,786326.76,Safe,0.021660649819494584,17094.06,New,51.47015980989889,False,False,2,1,True,False,False,False,False,True,False,False,0.6527526791897929,0.7991044458628245,0.21766797880534028,-0.7944879830116794,-1.523636511966664,-1.0779312294217083,0.28178954713374804,-0.21430289102881359
